brake,5.282331382130133
vehicle,3.3492161057204695
certification,2.0877011971130903
ase,1.7267911891963148
test,1.6650739079136438
car,1.5883250452475373
service,1.5748574574375025
technician,1.4943921724547438
training,1.3852923189012862
automotive,1.2176326966587208
need,1.2103122008406415
certified,1.149537610103529
sale,1.119601588815958
inspection,1.1144870521546504
safety,1.0837774364578667
product,0.9957473349758597
braking,0.9606275527171654
certificate,0.9012741513037028
dmv,0.8634400795088208
air,0.8430681048154642
register,0.8231783368672021
access,0.8170095052240042
fluid,0.8139105743363381
bleeding,0.7990043504379686
work,0.7976804133213069
course,0.7876977801068639
school,0.7778165360341097
information,0.7747949016553769
online,0.7740745909057256
repair,0.7658058388124529
component,0.7555392749713747
question,0.735427099902464
team,0.71318484723953
policy,0.7082715192178672
lining,0.6807752046624945
like,0.6687964198394045
process,0.6600727737030299
motor,0.6546928458225767
manufacturer,0.6525203648364835
website,0.6501621809326128
site,0.6451082105610603
garage,0.6431392989498554
light,0.6156409092300815
program,0.6079265906521969
request,0.5910370113369737
official,0.5865203798496781
use,0.5820422418424485
lathe,0.5700246068211449
truck,0.5604713362007148
rotor,0.5595888315163458
performance,0.5585120014249465
nationwide,0.5480672359256423
answer,0.544750469570709
tool,0.5373875035721066
state,0.5361199244015039
privacy,0.53495577448785
matching,0.5331647449945762
knowledge,0.5330122249254934
skill,0.5324832218489259
mechanic,0.5322166785768567
wheel,0.5272172093050583
disc,0.5256859179818
drum,0.5251920331778644
new,0.5245245571835446
year,0.5163331415331174
required,0.5086624064991696
experience,0.5056424866393644
standard,0.5022724564848989
zone,0.4995663703202949
right,0.4992650577302663
topic,0.4988146343389712
help,0.4920051893643542
automobile,0.4917670581166276
make,0.4907170570439361
tire,0.48924568678637426
user,0.48689473050587884
auto,0.4840551467066605
master,0.4836688703580241
industry,0.4793232500298491
translation,0.4775037760839376
completion,0.4765659931339529
career,0.4638262238739894
learn,0.46229469974459836
check,0.4601693359642385
center,0.457693881176269
ford,0.45193260283267905
audit,0.4513527250620449
ccc,0.4465246339031698
regulation,0.4446032977727323
offer,0.4425860632820726
shop,0.4400385614139531
international,0.4378758197302329
maintenance,0.4356880053075779
form,0.4352130824752319
contact,0.4338380682244233
complete,0.43299930767611
pedal,0.42828148502586394
testing,0.4280207404050495
student,0.4266545826366247
friction,0.42354894297475576
crit,0.42337443496026594
guide,0.4206595326890059
excellence,0.4115603498536041
comprehensive,0.4075992399340195
include,0.39969658414454073
know,0.3996508975017313
share,0.3978601659490574
control,0.39284334399673004
map,0.3908090106568734
european,0.3904476799954204
good,0.38722006448738167
want,0.3846896951500847
ensure,0.3800002777007174
company,0.3771426141280014
dot,0.3749484331591975
sticker,0.37138918613775895
job,0.3679557781956436
best,0.36730131499656504
sign,0.366394205469269
area,0.36501223638156766
eu,0.36441783466239236
specialist,0.3636106746088945
