ase, 1.4077781058634544
test, 1.3195647422363654
certification, 1.2633084105800867
brake, 1.230455409550553
technician, 0.8895999744101803
automotive, 0.8772060871147671
level, 0.6147214117967452
service, 0.606204764231321
information, 0.5557671963193368
type, 0.5351273233737543
repair, 0.4953088123006779
experience, 0.47455864135972087
certified, 0.42511091407905777
truck, 0.3112261216752032
work, 0.30993037980633653
training, 0.3074431084733282
industry, 0.2982888597468681
question, 0.2899646653788291
series, 0.2898937548396613
student, 0.28033623695910226
master, 0.27971574112440184
collision, 0.276824179918586
vehicle, 0.2577710858990008
year, 0.2542594716204373
institute, 0.24933234834324808
diesel, 0.2435705761998333
guide, 0.23625840872513554
required, 0.2209533100663228
skill, 0.21533469026448948
automobile, 0.2131709897017081
technology, 0.21070003643026036
mechanic, 0.20969785152044507
employer, 0.18976769404171778
professional, 0.18626426092909812
study, 0.18553363290997066
learn, 0.1834038919750251
school, 0.18258770902022206
specialist, 0.18257878839354236
status, 0.17899954460250847
exam, 0.17623253088142593
offer, 0.1620543035625875
contains, 0.1594323581706862
recertification, 0.15823146798612414
knowledge, 0.1533003443948906
passing, 0.15137950935636868
program, 0.14212414608386018
pas, 0.1407713664584584
national, 0.1387314215224598
engine, 0.1333784464610669
requirement, 0.12537801925390885
sample, 0.12516508427801304
bus, 0.12393827284548689
recognized, 0.11972811758544359
light, 0.11695172209495922
testing, 0.1130579759793281
identify, 0.11107847461282522
task, 0.11037624796432123
offered, 0.10944133792540046
advanced, 0.1042442341885256
specification, 0.1042442341885256
list, 0.10402093230685827
long, 0.09920192232541936
maintenance, 0.09847519662531275
resource, 0.09412639209883124
register, 0.09231163554579773
retain, 0.09198020663693436
retest, 0.09198020663693436
reference, 0.08139485398874417
exhaust, 0.0797161790853431
initial, 0.0797161790853431
shop, 0.07599137866763797
composite, 0.07358416530954749
diagnose, 0.07358416530954749
half, 0.07358416530954749
necessary, 0.07358416530954749
time, 0.0695183017013383
booklet, 0.06745215153375186
consultant, 0.06745215153375186
recognize, 0.06745215153375186
click, 0.0645710315973248
manufacturer, 0.0645710315973248
damage, 0.0644427714747502
regular, 0.06160577357269014
diagnosis, 0.06132013775795624
transit, 0.059495501370736684
bmw, 0.055188123982160615
control, 0.055188123982160615
document, 0.055188123982160615
download, 0.055188123982160615
driver, 0.055188123982160615
electronic, 0.055188123982160615
equipment, 0.05454823126672319
passed, 0.04960096116270968
assistance, 0.04905611020636499
demonstrate, 0.04905611020636499
fuel, 0.04905611020636499
military, 0.04292409643056937
performance, 0.04292409643056937
posse, 0.04292409643056937
scored, 0.04292409643056937
